,,,,1,,
1,2015/1/6,,,,22.987,120.234
2,2015/1/19,,,,22.979,120.197
3,2015/5/21,,2,,22.997,120.198
4,2015/5/24,,2,,22.997,120.198
5,2015/6/4,,2,,23.005,120.209
6,2015/6/11,,,,23.005,120.195
7,2015/6/14,,,,22.999,120.197
8,2015/6/18,,,,22.993,120.229
9,2015/6/21,,,,23.036,120.213
10,2015/6/22,,,,22.984,120.237
11,2015/6/23,,2,,23.062,120.228
12,2015/6/24,,2,,23.062,120.207
13,2015/6/26,,,,23.008,120.239
14,2015/6/26,,,,22.999,120.228
15,2015/6/29,,,,23.017,120.211
16,2015/7/1,,,,23.005,120.201
17,2015/7/1,,,,23.027,120.208
18,2015/7/3,,,,22.967,120.251
19,2015/7/3,,2,,23.028,120.192
20,2015/7/4,,,,23.008,120.209
21,2015/7/4,,,,22.988,120.193
22,2015/7/5,,,,23.017,120.215
23,2015/7/5,,,,23.032,120.194
24,2015/7/5,,,,23.017,120.215
25,2015/7/6,,,,23.012,120.21
26,2015/7/7,,,,23.01,120.216
27,2015/7/7,,,,22.98,120.219
28,2015/7/8,,,,22.984,120.193
29,2015/7/10,,,,23.016,120.22
30,2015/7/11,,,,23.021,120.188
31,2015/7/11,,,,23.013,120.19
32,2015/7/11,,,,23.019,120.19
33,2015/7/12,,,,23.027,120.208
34,2015/7/12,,,,22.997,120.195
35,2015/7/12,8,,,22.975,120.187
36,2015/7/12,,,,22.99,120.192
37,2015/7/12,,,,23.001,120.196
38,2015/7/13,,,,22.994,120.195
39,2015/7/13,8,,,23.001,120.205
40,2015/7/13,,,,23.007,120.196
41,2015/7/13,,,,22.98,120.197
42,2015/7/14,,,,23.028,120.192
43,2015/7/14,,,,23.007,120.206
44,2015/7/14,,,,22.984,120.212
45,2015/7/15,,,,22.98,120.196
46,2015/7/15,,,,22.986,120.216
47,2015/7/15,,,,22.976,120.218
48,2015/7/16,,,,22.99,120.2
49,2015/7/16,,,,23.002,120.229
50,2015/7/16,,,,23.02,120.299
51,2015/7/16,,,,22.968,120.191
52,2015/7/16,,2,,22.992,120.192
53,2015/7/16,,,,22.978,120.199
54,2015/7/17,,,,22.997,120.21
55,2015/7/17,,,,22.997,120.195
56,2015/7/17,,,,23.029,120.207
57,2015/7/17,,2,,22.991,120.191
58,2015/7/17,,,,22.995,120.194
59,2015/7/17,,,,22.997,120.178
60,2015/7/18,,,,22.996,120.218
61,2015/7/18,8,,,23.007,120.19
62,2015/7/18,,,,23.008,120.215
63,2015/7/18,,,,22.996,120.214
64,2015/7/19,,,,23.017,120.22
65,2015/7/19,,,,22.983,120.192
66,2015/7/19,,,,22.981,120.207
67,2015/7/19,,,,23.004,120.229
68,2015/7/20,,,,23.038,120.266
69,2015/7/20,,,,22.989,120.228
70,2015/7/20,,,,23.016,120.228
71,2015/7/20,,,,23.005,120.218
72,2015/7/20,,,,22.979,120.213
73,2015/7/20,,,,23.014,120.193
74,2015/7/21,,,,23.038,120.265
75,2015/7/21,,,,23.028,120.295
76,2015/7/21,,,,23.004,120.245
77,2015/7/22,,,,23.09,120.329
78,2015/7/22,,,,23.302,120.312
79,2015/7/22,,,,22.967,120.185
80,2015/7/22,,,,23.012,120.202
81,2015/7/22,,,,22.999,120.227
82,2015/7/22,,,,23.016,120.242
83,2015/7/22,,,,23.01,120.234
84,2015/7/22,,,,23.018,120.219
85,2015/7/22,,,,23.021,120.286
86,2015/7/22,,,,23.008,120.215
87,2015/7/23,,/,,22.966,120.302
88,2015/7/23,,,,22.993,120.172
89,2015/7/23,,,,23.303,120.313
90,2015/7/23,,,,23.001,120.205
91,2015/7/23,,,,23.254,120.297
92,2015/7/23,,,,22.997,120.195
93,2015/7/23,,,,23.017,120.21
94,2015/7/23,,,,22.991,120.194
95,2015/7/23,,,,22.96,120.19
96,2015/7/23,,,,23.016,120.216
97,2015/7/23,,,,22.967,120.233
98,2015/7/23,,2,,23.052,120.182
99,2015/7/23,,,,23.015,120.228
100,2015/7/24,,,,23.017,120.24
101,2015/7/24,,,,23.003,120.197
102,2015/7/24,,,,22.96,120.228
103,2015/7/24,,,,23.013,120.239
104,2015/7/24,,,,23.038,120.304
105,2015/7/24,,,,23.015,120.207
106,2015/7/24,,,,22.966,120.186
107,2015/7/24,,
,,22.987,120.22
108,2015/7/24,,,,23.015,120.207
109,2015/7/24,,,,22.962,120.184
110,2015/7/24,,,,23.005,120.209
111,2015/7/24,,,,22.995,120.185
112,2015/7/24,,,,23,120.228
113,2015/7/25,,,,23.022,120.194
114,2015/7/25,,,,22.986,120.262
115,2015/7/25,,,,23.012,120.213
116,2015/7/25,,,,23.021,120.193
117,2015/7/25,,,,22.986,120.19
118,2015/7/25,,,,23.001,120.259
119,2015/7/25,,,,23,120.213
120,2015/7/25,,,,23.002,120.203
121,2015/7/25,,,,23.017,120.208
122,2015/7/25,,,,23.019,120.213
123,2015/7/25,,,,22.999,120.208
124,2015/7/25,,2,,23.009,120.207
125,2015/7/25,,,,23.132,120.254
126,2015/7/25,,,,22.998,120.207
127,2015/7/25,,,,23.02,120.198
128,2015/7/26,,,,23.01,120.198
129,2015/7/26,,,,22.99,120.191
130,2015/7/26,,,,22.993,120.229
131,2015/7/26,,,,23.003,120.204
132,2015/7/26,,,,22.991,120.192
133,2015/7/26,,,,23.003,120.204
134,2015/7/26,,,,22.997,120.201
135,2015/7/26,,2,,23.003,120.204
136,2015/7/26,,,,23.027,120.207
137,2015/7/26,,,,22.999,120.208
138,2015/7/26,,8,,23.017,120.219
139,2015/7/26,,,,23.02,120.2
140,2015/7/26,,2,,23.009,120.208
141,2015/7/26,,,,22.984,120.192
142,2015/7/26,,,,23.028,120.205
143,2015/7/26,,,,23.013,120.222
144,2015/7/27,,,,23.009,120.208
145,2015/7/27,8,2,,23.024,120.218
146,2015/7/27,,,,22.983,120.181
147,2015/7/27,,,,23.007,120.219
148,2015/7/27,,,,23.006,120.222
149,2015/7/27,,,,23.012,120.208
150,2015/7/27,,,,23.009,120.208
151,2015/7/27,,,,22.994,120.227
152,2015/7/28,,,,22.999,120.208
153,2015/7/28,8,,,23.018,120.228
154,2015/7/28,,,,23.013,120.222
155,2015/7/28,,,,23.046,120.204
156,2015/7/28,,,,23.009,120.208
157,2015/7/28,,,,23.035,120.208
158,2015/7/28,8,,,23.001,120.236
159,2015/7/28,,2,,23.008,120.19
160,2015/7/28,,,,22.999,120.208
161,2015/7/28,,,,23.003,120.205
162,2015/7/28,,,,23.006,120.2
163,2015/7/28,,,,22.994,120.207
164,2015/7/28,,,,23.021,120.202
165,2015/7/28,,,,23.042,120.183
166,2015/7/28,,,,23.01,120.208
167,2015/7/28,,,,23.011,120.213
168,2015/7/29,,,,23.006,120.2
169,2015/7/29,,,,23.003,120.189
