2015/1/6,120.234,22.987
2015/1/19,120.197,22.979
2015/5/21,120.198,22.997
2015/5/24,120.198,22.997
2015/6/4,120.209,23.005
2015/6/11,120.195,23.005
2015/6/14,120.197,22.999
2015/6/18,120.229,22.993
2015/6/21,120.213,23.036
2015/6/22,120.237,22.984
2015/6/23,120.228,23.062
2015/6/24,120.207,23.062
2015/6/26,120.239,23.008
2015/6/26,120.228,22.999
2015/6/29,120.211,23.017
2015/7/1,120.201,23.005
2015/7/1,120.208,23.027
2015/7/3,120.251,22.967
2015/7/3,120.192,23.028
2015/7/4,120.209,23.008
2015/7/4,120.193,22.988
2015/7/5,120.215,23.017
2015/7/5,120.194,23.032
2015/7/5,120.215,23.017
2015/7/6,120.21,23.012
2015/7/7,120.216,23.01
2015/7/7,120.219,22.98
2015/7/8,120.193,22.984
2015/7/10,120.22,23.016
2015/7/11,120.188,23.021
2015/7/11,120.19,23.013
2015/7/11,120.19,23.019
2015/7/12,120.208,23.027
2015/7/12,120.195,22.997
2015/7/12,120.187,22.975
2015/7/12,120.192,22.99
2015/7/12,120.196,23.001
2015/7/13,120.195,22.994
2015/7/13,120.205,23.001
2015/7/13,120.196,23.007
2015/7/13,120.197,22.98
2015/7/14,120.192,23.028
2015/7/14,120.206,23.007
2015/7/14,120.212,22.984
2015/7/15,120.196,22.98
2015/7/15,120.216,22.986
2015/7/15,120.218,22.976
2015/7/16,120.2,22.99
2015/7/16,120.229,23.002
2015/7/16,120.299,23.02
2015/7/16,120.191,22.968
2015/7/16,120.192,22.992
2015/7/16,120.199,22.978
2015/7/17,120.21,22.997
2015/7/17,120.195,22.997
2015/7/17,120.207,23.029
2015/7/17,120.191,22.991
2015/7/17,120.194,22.995
2015/7/17,120.178,22.997
2015/7/18,120.218,22.996
2015/7/18,120.19,23.007
2015/7/18,120.215,23.008
2015/7/18,120.214,22.996
2015/7/19,120.22,23.017
2015/7/19,120.192,22.983
2015/7/19,120.207,22.981
2015/7/19,120.229,23.004
2015/7/20,120.266,23.038
2015/7/20,120.228,22.989
2015/7/20,120.228,23.016
2015/7/20,120.218,23.005
2015/7/20,120.213,22.979
2015/7/20,120.193,23.014
2015/7/21,120.265,23.038
2015/7/21,120.295,23.028
2015/7/21,120.245,23.004
2015/7/22,120.329,23.09
2015/7/22,120.312,23.302
2015/7/22,120.185,22.967
2015/7/22,120.202,23.012
2015/7/22,120.227,22.999
2015/7/22,120.242,23.016
2015/7/22,120.234,23.01
2015/7/22,120.219,23.018
2015/7/22,120.286,23.021
2015/7/22,120.215,23.008
2015/7/23,120.302,22.966
2015/7/23,120.172,22.993
2015/7/23,120.313,23.303
2015/7/23,120.205,23.001
2015/7/23,120.297,23.254
2015/7/23,120.195,22.997
2015/7/23,120.21,23.017
2015/7/23,120.194,22.991
2015/7/23,120.19,22.96
2015/7/23,120.216,23.016
2015/7/23,120.233,22.967
2015/7/23,120.182,23.052
2015/7/23,120.228,23.015
2015/7/24,120.24,23.017
2015/7/24,120.197,23.003
2015/7/24,120.228,22.96
2015/7/24,120.239,23.013
2015/7/24,120.304,23.038
2015/7/24,120.207,23.015
2015/7/24,120.186,22.966
2015/7/24,120.207,23.015
2015/7/24,120.184,22.962
2015/7/24,120.209,23.005
2015/7/24,120.185,22.995
2015/7/24,120.228,23
2015/7/25,120.194,23.022
2015/7/25,120.262,22.986
2015/7/25,120.213,23.012
2015/7/25,120.193,23.021
2015/7/25,120.19,22.986
2015/7/25,120.259,23.001
2015/7/25,120.213,23
2015/7/25,120.203,23.002
2015/7/25,120.208,23.017
2015/7/25,120.213,23.019
2015/7/25,120.208,22.999
2015/7/25,120.207,23.009
2015/7/25,120.254,23.132
2015/7/25,120.207,22.998
2015/7/25,120.198,23.02
2015/7/26,120.198,23.01
2015/7/26,120.191,22.99
2015/7/26,120.229,22.993
2015/7/26,120.204,23.003
2015/7/26,120.192,22.991
2015/7/26,120.204,23.003
2015/7/26,120.201,22.997
2015/7/26,120.204,23.003
2015/7/26,120.207,23.027
2015/7/26,120.208,22.999
2015/7/26,120.219,23.017
2015/7/26,120.2,23.02
2015/7/26,120.208,23.009
2015/7/26,120.192,22.984
2015/7/26,120.205,23.028
2015/7/26,120.222,23.013
2015/7/27,120.208,23.009
2015/7/27,120.218,23.024
2015/7/27,120.181,22.983
2015/7/27,120.219,23.007
2015/7/27,120.222,23.006
2015/7/27,120.208,23.012
2015/7/27,120.208,23.009
2015/7/27,120.227,22.994
2015/7/28,120.208,22.999
2015/7/28,120.228,23.018
2015/7/28,120.222,23.013
2015/7/28,120.204,23.046
2015/7/28,120.208,23.009
2015/7/28,120.208,23.035
2015/7/28,120.236,23.001
2015/7/28,120.19,23.008
2015/7/28,120.208,22.999
2015/7/28,120.205,23.003
2015/7/28,120.2,23.006
2015/7/28,120.207,22.994
2015/7/28,120.202,23.021
2015/7/28,120.183,23.042
2015/7/28,120.208,23.01
2015/7/28,120.213,23.011
2015/7/29,120.2,23.006
2015/7/29,120.189,23.003
2015/7/29,120.208,23.01
2015/7/29,120.22,23.013
2015/7/29,120.214,23.008
2015/7/29,120.207,22.999
2015/7/29,120.206,23.006
2015/7/29,120.219,23.008
2015/7/29,120.208,23.015
2015/7/29,120.207,22.999
2015/7/29,120.208,23
2015/7/29,120.218,23.024
2015/7/29,120.221,23.013
2015/7/29,120.222,23.013
2015/7/29,120.208,23.012
2015/7/29,120.213,23.019
2015/7/30,120.197,22.997
2015/7/30,120.213,23.046
2015/7/30,120.191,22.962
2015/7/30,120.165,22.994
2015/7/30,120.187,22.998
2015/7/30,120.22,23.012
2015/7/30,120.204,23.003
2015/7/30,120.205,23.005
2015/7/30,120.209,23.007
2015/7/30,120.229,23.012
2015/7/30,120.205,23.03
2015/7/30,120.206,23.01
2015/7/30,120.219,23.017
2015/7/30,120.219,23.017
2015/7/30,120.207,23.036
2015/7/30,120.204,23.003
2015/7/31,120.22,23.012
2015/7/31,120.208,23.012
2015/7/31,120.228,22.987
2015/7/31,120.208,23.011
2015/7/31,120.202,23.006
2015/7/31,120.208,23.012
2015/7/31,120.208,23.012
2015/7/31,120.189,23.008
2015/7/31,120.206,23.01
2015/7/31,120.22,23.012
2015/7/31,120.215,23.011
2015/7/31,120.187,22.941
2015/7/31,120.453,23.029
2015/7/31,120.206,23.025
2015/7/31,120.221,23.014
2015/7/31,120.188,22.987
2015/7/31,120.22,23.013
2015/8/1,120.208,23.019
2015/8/1,120.205,23.005
2015/8/1,120.209,23.011
2015/8/1,120.268,23.007
2015/8/1,120.204,23.015
2015/8/1,120.209,23.011
2015/8/1,120.209,23.011
2015/8/1,120.155,23.001
2015/8/1,120.189,23.008
2015/8/1,120.219,23.013
2015/8/1,120.207,23.026
2015/8/1,120.227,22.989
2015/8/1,120.235,23.005
2015/8/1,120.213,23.019
2015/8/1,120.208,23.019
2015/8/1,120.201,23.014
2015/8/2,120.198,23.065
2015/8/2,120.191,22.99
2015/8/2,120.22,23.008
2015/8/2,120.22,23.007
